SETTORE CONCORSUALE,TITOLO,ISSN,NOTE
10/A1,A.I.O.N. ANNALI DELL'ISTITUTO UNIVERSITARIO ORIENTALE DI NAPOLI. DIPARTIMENTO DI STUDI DEL MONDO CLASSICO E DEL MEDITERRANEO ANTICO. SEZIONE FILOLOGICO-LETTERARIA,1724-6172,.
10/A1,AETHIOPICA,1430-1938,.
10/A1,AEVUM,0001-9593,.
10/A1,AGRI CENTURIATI,1724-904X,.
10/A1,AMERICAN JOURNAL OF ARCHAEOLOGY,0002-9114,.
10/A1,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,0002-9483,.
10/A1,ANATOLIAN STUDIES,0066-1546,.
10/A1,ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA. CLASSE DI LETTERE E FILOSOFIA,0392-095X,.
10/A1,ANNALI DI ARCHEOLOGIA E STORIA ANTICA,1127-7130,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/A1,ANNALI DI STORIA DELL'ESEGESI,1120-4001,.
10/A1,ANNALI. SEZIONE DI ARCHEOLOGIA E STORIA ANTICA - DIPARTIMENTO DI STUDI DEL MONDO CLASSICO E DEL MEDITERRANEO ANTICO,1121-8347,.
10/A1,ANNALI-ISTITUTO ITALIANO DI NUMISMATICA,0578-9923,.
10/A1,ANNUARIO DELLA SCUOLA ARCHEOLOGICA DI ATENE E DELLE MISSIONI ITALIANE IN ORIENTE,0067-0081,.
10/A1,ANTIKE KUNST,0003-5688,.
10/A1,ANTIQUITÉ TARDIVE,1250-7334,.
10/A1,ANTIQUITY,0003-598X,.
10/A1,"APPLIED PHYSICS. A, MATERIALS SCIENCE & PROCESSING",0947-8396,.
10/A1,ARABIAN ARCHAEOLOGY AND EPIGRAPHY,0905-7196,.
10/A1,ARCHAEOMETRY,0003-813X,.
10/A1,ARCHAEOMETRY,1475-4754,.
10/A1,ARCHÄOLOGISCHE MITTEILUNGEN AUS IRAN UND TURAN,1434-2758,.
10/A1,ARCHAOLOGISCHER ANZEIGER,0003-8105,.
10/A1,ARCHÄOLOGISCHES KORRESPONDENZBLATT,0342-734X,.
10/A1,ARCHEOLOGIA CLASSICA,0391-8165,.
10/A1,ARCHEOLOGIA DELL'ARCHITETTURA,1126-6236,.
10/A1,ARCHEOLOGIA E CALCOLATORI,1120-6861,.
10/A1,ARCHEOLOGIA MEDIEVALE,0390-0592,.
10/A1,ARCHÉOLOGIE MÉDIÉVALE,0153-9337,.
10/A1,ARCHIV FUR PAPYRUSFORSCHUNG UND VERWANDTE GEBIETE,0066-6459,.
10/A1,ATHENAEUM,0004-6574,.
10/A1,ATLANTE TEMATICO DI TOPOGRAFIA ANTICA,2036-3834,.
10/A1,ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. MEMORIE CLASSE DI SCIENZE MORALI STORICHE E FILOLOGICHE,0391-8149,.
10/A1,ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. NOTIZIE DEGLI SCAVI DI ANTICHITÀ,0391-8157,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/A1,"ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI. CLASSE DI SCIENZE MORALI, STORICHE E FILOLOGICHE",0391-8181,.
10/A1,"ATTI DELLA PONTIFICIA ACCADEMIA ROMANA DI ARCHEOLOGIA. SERIE III, MEMORIE. IN 4",1015-1230,.
10/A1,"ATTI DELLA PONTIFICIA ACCADEMIA ROMANA DI ARCHEOLOGIA. SERIE III, RENDICONTI",1019-9500,.
10/A1,AUGUSTINIANUM,0004-8011,.
10/A1,BABESCH. BULLETIN ANTIEKE BESCHAVING,0165-9367,.
10/A1,BIZANTINISTICA,1591-0172,.
10/A1,BOLLETTINO D'ARTE,0394-4573,.
10/A1,"BOLLETTINO-MONUMENTI, MUSEI E GALLERIE PONTIFICIE",1018-4317,.
10/A1,BULLETIN DE CORRESPONDANCE HELLENIQUE,0007-4217,.
10/A1,BULLETTINO DELLA COMMISSIONE ARCHEOLOGICA COMUNALE DI ROMA,0392-7636,.
10/A1,BULLETTINO DI PALETNOLOGIA ITALIANA,0392-5250,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/A1,CAMBRIDGE ARCHAEOLOGICAL JOURNAL,0959-7743,.
10/A1,COMPTES RENDUS DE L'ACADÉMIE DES INSCRIPTIONS ET BELLES LETTRES,0065-0536,.
10/A1,CONSTRUCTION AND BUILDING MATERIALS,0950-0618,.
10/A1,CRONACHE ERCOLANESI,0391-1535,.
10/A1,CURRENT ANTHROPOLOGY,0011-3204,.
10/A1,EARLY MEDIEVAL EUROPE,0963-9462,.
10/A1,EGITTO E VICINO ORIENTE,0392-6885,.
10/A1,EIDOLA,1824-6192,.
10/A1,EPIGRAPHICA,0013-9572,.
10/A1,EURASIA ANTIQUA,0949-0434,.
10/A1,EUROPEAN JOURNAL OF ARCHAEOLOGY,1461-9571,.
10/A1,FOLD&R.,1828-3179,.
10/A1,GALENOS,1973-5049,.
10/A1,GEOARCHAEOLOGY,0883-6353,.
10/A1,GEOGRAPHIA ANTIQUA,1121-8940,.
10/A1,GNOMON,0017-1417,.
10/A1,HENOCH,0393-6805,.
10/A1,HESPERIA,0018-098X,.
10/A1,HORTUS ARTIUM MEDIEVALIUM,1330-7274,.
10/A1,ICONOGRAPHICA,1720-1764,.
10/A1,INCIDENZA DELL'ANTICO,1971-2995,.
10/A1,INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY,1095-9270,.
10/A1,ISTANBULER MITTEILUNGEN,0341-9142,.
10/A1,JAHRBUCH DES DEUTSCHEN ARCHAOLOGISCHEN INSTITUTS,0070-4415,.
10/A1,JAHRESHEFTE DES OESTERREICHISCHEN ARCHAEOLOGISCHEN INSTITUTES IN WIEN,0078-3579,.
10/A1,JOURNAL OF AFRICAN ARCHAEOLOGY,1612-1651,.
10/A1,JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY,0278-4165,.
10/A1,JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,.
10/A1,JOURNAL OF ARCHAEOLOGICAL SCIENCE,1095-9238,.
10/A1,JOURNAL OF CULTURAL HERITAGE,1296-2074,.
10/A1,JOURNAL OF FIELD ARCHAEOLOGY,0093-4690,.
10/A1,JOURNAL OF HUMAN EVOLUTION,0047-2484,.
10/A1,JOURNAL OF MASS SPECTROMETRY,1076-5174,.
10/A1,JOURNAL OF QUATERNARY SCIENCE,0267-8179,.
10/A1,JOURNAL OF RAMAN SPECTROSCOPY,0377-0486,.
10/A1,JOURNAL OF ROMAN ARCHAEOLOGY,1047-7594,.
10/A1,KADMOS,0022-7498,.
10/A1,KERNOS,0776-3824,.
10/A1,KOINONIA,0393-2230,.
10/A1,KOKALOS,0392-0887,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/A1,LA PAROLA DEL PASSATO,0031-2355,.
10/A1,L'ANTIQUITE CLASSIQUE,0770-2817,.
10/A1,LATOMUS,0023-8856,.
10/A1,LATOMUS,2294-4427,.
10/A1,LIBYAN STUDIES,0263-7189,.
10/A1,MAIA,0025-0538,.
10/A1,MARMORA,1824-6214,.
10/A1,MARMORA,1826-8072,.
10/A1,MEDEDELINGEN VAN HET NEDERLANDS INSTITUUT TE ROME,0169-6572,.
10/A1,MEDIEVAL ARCHAEOLOGY,0076-6097,.
10/A1,MEDIOEVO GRECO,1593-456X,.
10/A1,MEDITERRANEO ANTICO,1127-6061,Riammessa in Classe A
10/A1,MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ANTIQUITÉ,0223-5102,.
10/A1,MESOPOTAMIA,0076-6615,.
10/A1,MITTEILUNGEN DES DEUTSCHEN ARCHAEOLOGISCHEN INSTITUTS. ROEMISCHE ABTEILUNG,0342-1287,.
10/A1,MITTEILUNGEN DES DEUTSCHEN ARCHÄOLOGISCHEN INSTITUTS. ABTEILUNG KAIRO,0342-1279,.
10/A1,MITTEILUNGEN DES DEUTSCHEN ARCHÄOLOGISCHEN INSTITUTS. ATHENISCHE ABTEILUNG,0342-1295,.
10/A1,MITTEILUNGEN ZUR CHRISTLICHEN ARCHÄOLOGIE,1025-6555,.
10/A1,MUSEUM HELVETICUM,0027-4054,.
10/A1,NEA ROMI. RIVISTA DI RICERCHE BIZANTINISTICHE,1970-2345,.
10/A1,NUMISMATIC CHRONICLE,0078-2696,.
10/A1,ORIENTALIA CHRISTIANA PERIODICA,0030-5375,.
10/A1,ORIGINI,0474-6805,.
10/A1,ORIZZONTI,1591-2787,.
10/A1,OSTRAKA,1122-259X,Riammessa in Classe A
10/A1,OXFORD JOURNAL OF ARCHAEOLOGY,0262-5253,.
10/A1,PAIDEIA,0030-9435,.
10/A1,PAPERS OF THE BRITISH SCHOOL AT ROME,0068-2462,.
10/A1,PASIPHAE,1974-0565,.
10/A1,PASIPHAE,2037-738X,.
10/A1,POST-CLASSICAL ARCHAEOLOGIES,2039-7895,.
10/A1,PREISTORIA ALPINA,0393-0157,.
10/A1,PROSPETTIVA,0394-0802,.
10/A1,QUADERNI DI STORIA,0391-6936,.
10/A1,QUADERNI MEDIEVALI,0392-1875,.
10/A1,QUADERNI URBINATI DI CULTURA CLASSICA,0033-4987,.
10/A1,QUATERNARY INTERNATIONAL,1040-6182,.
10/A1,RADIOCARBON,0033-8222,.
10/A1,RASSEGNA DI ARCHEOLOGIA,1721-6281,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/A1,RASSEGNA DI ARCHEOLOGIA CLASSICA E POSTCLASSICA,1721-6303,.
10/A1,RASSEGNA DI ARCHEOLOGIA PREISTORICA E PROTOSTORICA,1721-629X,.
10/A1,REI CRETARIAE ROMANAE FAUTORUM ACTA,0484-3401,.
10/A1,REVUE ARCHÉOLOGIQUE,0035-0737,.
10/A1,REVUE NUMISMATIQUE,0484-8942,.
10/A1,RICERCHE DI STORIA DELL'ARTE,0392-7202,.
10/A1,RIVISTA DELL' ISTITUTO NAZIONALE DI ARCHEOLOGIA E STORIA DELL' ARTE,0392-5285,.
10/A1,RIVISTA DI ARCHEOLOGIA,0392-0895,.
10/A1,RIVISTA DI ARCHEOLOGIA CRISTIANA,0035-6042,.
10/A1,RIVISTA DI FILOLOGIA E DI ISTRUZIONE CLASSICA,0035-6220,.
10/A1,RIVISTA DI SCIENZE PREISTORICHE,0035-6514,.
10/A1,RIVISTA DI STUDI FENICI,0390-3877,.
10/A1,RIVISTA DI STUDI POMPEIANI,1120-3579,.
10/A1,RIVISTA DI TOPOGRAFIA ANTICA,1121-5275,.
10/A1,RIVISTA ITALIANA DI NUMISMATICA E SCIENZE AFFINI,1126-8700,.
10/A1,RIVISTA STORICA ITALIANA,0035-7073,.
10/A1,SCIENZE DELL'ANTICHITÀ,1123-5713,.
10/A1,SEGNO E TESTO,2037-0245,.
10/A1,SEMINARI ROMANI DI CULTURA GRECA,1129-5953,.
10/A1,SIRIS,1824-8659,.
10/A1,STUDI CLASSICI E ORIENTALI,0081-6124,.
10/A1,STUDI DI ANTICHITÀ,0394-6010,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/A1,STUDI ETRUSCHI,0391-7762,.
10/A1,STUDI ITALIANI DI FILOLOGIA CLASSICA,0039-2987,.
10/A1,STUDI MEDIEVALI,0391-8467,.
10/A1,STUDI MICENEI ED EGEO-ANATOLICI,1126-6651,.
10/A1,THE ANNUAL OF THE BRITISH SCHOOL AT ATHENS,0068-2454,.
10/A1,THE INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY,1057-2414,.
10/A1,VIGILIAE CHRISTIANAE,0042-6032,.
10/A1,WORLD ARCHAEOLOGY,0043-8243,.
10/A1,ZEITSCHRIFT FÜR PAPYROLOGIE UND EPIGRAPHIK,0084-5388,.
10/B1,ANNALI DI ARCHITETTURA,1124-7169,.
10/B1,ANNALI DI CRITICA D'ARTE,2279-557X,.
10/B1,ARCHAEOMETRY,0003-813X,.
10/B1,ARCHITECTURA: ZEITSCHRIFT FÜR GESCHICHTE DER BAUKUNST,0044-863X,.
10/B1,ARCHITECTURAL HISTORY,0066-622X,.
10/B1,ARCHITECTURAL HISTORY,2059-5670,.
10/B1,ARCHIVO ESPANOL DE ARTE,0004-0428,.
10/B1,ART HISTORY,0141-6790,.
10/B1,ART HISTORY,1467-8365,.
10/B1,ARTE CRISTIANA,0004-3400,.
10/B1,ARTE MEDIEVALE,0393-7267,.
10/B1,ARTE VENETA,0392-5234,.
10/B1,ARTIBUS ET HISTORIAE,0391-9064,In Classe A fino al 31.12.2017 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/B1,BOLLETTINO D'ARTE,0391-9854,.
10/B1,BOLLETTINO D'ARTE,0394-4573,.
10/B1,"BOLLETTINO-MONUMENTI, MUSEI E GALLERIE PONTIFICIE",1018-4317,.
10/B1,BULLETIN DU CIETA,1016-8982,.
10/B1,BULLETIN MONUMENTAL,0007-473X,.
10/B1,BULLETIN MONUMENTAL,2275-5039,.
10/B1,BYZANTINISCHE ZEITSCHRIFT,0007-7704,.
10/B1,BYZANTINISCHE ZEITSCHRIFT,1868-9027,.
10/B1,BYZANTION,0378-2506,.
10/B1,BYZANTION,2294-6209,.
10/B1,CAHIERS DE CIVILISATION MÉDIÉVALE,0007-9731,.
10/B1,COMUNICAZIONI SOCIALI,0392-8667,.
10/B1,COMUNICAZIONI SOCIALI,1827-7969,.
10/B1,CRITICA DEL TESTO,1127-1140,.
10/B1,CRITICAL INQUIRY,0093-1896,.
10/B1,CULTURE TEATRALI,1825-8220,.
10/B1,DESIGN ISSUES,0747-9360,.
10/B1,DESIGN ISSUES,1531-4790,.
10/B1,DESIGN STUDIES. THE INTERDISCIPLINARY JOURNAL OF DESIGN RESEARCH,0142-694X,.
10/B1,DUMBARTON OAKS PAPERS,0070-7546,.
10/B1,EIGHTEENTH-CENTURY STUDIES,0013-2586,.
10/B1,EIGHTEENTH-CENTURY STUDIES,1086-315X,.
10/B1,GESTA – INTERNATIONAL CENTER OF MEDIEVAL ART,0016-920X,.
10/B1,GETTY RESEARCH JOURNAL,1944-8740,.
10/B1,HISTORICAL METHODS,0161-5440,.
10/B1,HISTORY AND THEORY,0018-2656,.
10/B1,HISTORY WORKSHOP JOURNAL,1363-3554,.
10/B1,HORTUS ARTIUM MEDIEVALIUM,1330-7274,.
10/B1,HUMANISTICA,1828-2334,.
10/B1,I TATTI STUDIES,0393-5949,.
10/B1,ICONOGRAPHICA,1720-1764,.
10/B1,IKON,1846-8551,.
10/B1,IL CAPITALE CULTURALE,2039-2362,.
10/B1,IL MULINO,0027-3120,.
10/B1,IL VELTRO,0042-3254,.
10/B1,IL VERRI,0506-7715,.
10/B1,INDUSTRIAL ARCHAEOLOGY REVIEW,0309-0728,.
10/B1,INDUSTRIAL ARCHAEOLOGY REVIEW,1745-8196,.
10/B1,INTERNATIONAL JOURNAL OF CULTURAL POLICY,1028-6632,.
10/B1,INTERNATIONAL JOURNAL OF THE CLASSICAL TRADITION,1073-0508,.
10/B1,ITALIA MEDIOEVALE E UMANISTICA,0391-7495,.
10/B1,ITALIANISTICA,0391-3368,.
10/B1,JOURNAL OF AESTHETICS AND ART CRITICISM,1540-6245,.
10/B1,JOURNAL OF AMERICAN HISTORY,0021-8723,.
10/B1,JOURNAL OF CULTURAL HERITAGE,1296-2074,.
10/B1,JOURNAL OF DESIGN HISTORY,0952-4649,.
10/B1,JOURNAL OF DESIGN HISTORY,1741-7279,.
10/B1,JOURNAL OF GLOBAL HISTORY,1740-0228,.
10/B1,JOURNAL OF INTERDISCIPLINARY HISTORY,0022-1953,.
10/B1,JOURNAL OF MATERIAL CULTURE,1359-1835,.
10/B1,JOURNAL OF MODERN HISTORY,0022-2801,.
10/B1,JOURNAL OF THE HISTORY OF COLLECTIONS,0954-6650,.
10/B1,JOURNAL OF THE HISTORY OF COLLECTIONS,1477-8564,.
10/B1,JOURNAL OF THE SOCIETY OF ARCHITECTURAL HISTORIANS,0037-9808,.
10/B1,JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,0075-4390,.
10/B1,JOURNAL OF URBAN HISTORY,0096-1442,.
10/B1,JOURNAL OF URBAN HISTORY,1552-6771,.
10/B1,KONSTHISTORISK TIDSKRIFT,0023-3609,.
10/B1,LETTERE ITALIANE,0024-1334,.
10/B1,LIGEIA,0989-6023,.
10/B1,L'IMMAGINE RIFLESSA,0391-2973,.
10/B1,L'UOMO NERO,1828-4663,.
10/B1,MARMORA,1824-6214,.
10/B1,MARMORA,1826-8072,.
10/B1,MASTER DRAWINGS,0025-5025,.
10/B1,MEASUREMENT SCIENCE & TECHNOLOGY,0957-0233,.
10/B1,MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. MOYEN AGE,1123-9883,.
10/B1,MITTEILUNGEN DES KUNSTHISTORISCHES INSTITUTES FLORENZ,0342-1201,.
10/B1,NAPOLI NOBILISSIMA,0027-7835,.
10/B1,NEA ROMI. RIVISTA DI RICERCHE BIZANTINISTICHE,1970-2345,.
10/B1,NUOVI STUDI,1125-3894,.
10/B1,OUD-HOLLAND,0030-672X,.
10/B1,OXFORD ART JOURNAL,0142-6540,.
10/B1,OXFORD ART JOURNAL,1741-7287,.
10/B1,PARAGONE,0031-1650,.
10/B1,PARAGONE. ARTE,1120-4737,.
10/B1,PAROLECHIAVE,1122-5300,.
10/B1,PAST & PRESENT,0031-2746,.
10/B1,PERSPECTIVE,1777-7852,.
10/B1,PÓLEMOS,2035-5262,.
10/B1,PRINT QUARTERLY,0265-8305,.
10/B1,PROSPETTIVA,0394-0802,.
10/B1,RENAISSANCE QUARTERLY,0034-4338,.
10/B1,RES,0277-1322,.
10/B1,RETHINKING HISTORY,1364-2529,.
10/B1,REVUE DE L'ART,0035-1326,.
10/B1,RICERCHE DI STORIA DELL'ARTE,0392-7202,.
10/B1,RIVISTA DI STORIA DELLA CHIESA IN ITALIA,0035-6557,.
10/B1,RIVISTA DI STORIA DELLA MINIATURA,1126-4772,.
10/B1,RIVISTA DI STUDI BIZANTINI E NEOELLENICI,0557-1367,.
10/B1,ROMISCHES JAHRBUCH DER BIBLIOTHECA HERTZIANA,0940-7855,.
10/B1,SAGGI E MEMORIE DI STORIA DELL'ARTE,0392-713X,.
10/B1,SIMIOLUS,0037-5411,.
10/B1,SPACE AND CULTURE,1206-3312,.
10/B1,SPECULUM,0038-7134,.
10/B1,STORIA DELL'ARTE,0392-4513,.
10/B1,STUDI CULTURALI,1824-369X,.
10/B1,STUDI DI ESTETICA,0585-4733,.
10/B1,STUDI DI STORIA DELL'ARTE,1123-5683,.
10/B1,STUDI GERMANICI,0039-2952,.
10/B1,STUDI MEDIEVALI,0391-8467,.
10/B1,STUDI SECENTESCHI,0081-6248,.
10/B1,STUDIES IN ICONOGRAPHY,0148-1029,.
10/B1,STUDIES IN THE HISTORY OF ART,0091-7338,.
10/B1,STUDIOLO,1635-0871,.
10/B1,TEXTILE HISTORY,0040-4969,.
10/B1,THE AMERICAN HISTORICAL REVIEW,0002-8762,.
10/B1,THE ANTIQUARIES JOURNAL,0003-5815,.
10/B1,THE ANTIQUARIES JOURNAL,1758-5309,.
10/B1,THE ART BULLETIN,0004-3079,.
10/B1,THE ART BULLETIN,1559-6478,.
10/B1,THE BURLINGTON MAGAZINE,0007-6287,.
10/B1,THE BURLINGTON MAGAZINE,2044-9925,.
10/B1,THE HISTORICAL JOURNAL,0018-246X,.
10/B1,THE JOURNAL OF AESTHETICS AND ART CRITICISM,0021-8529,.
10/B1,THE JOURNAL OF ARCHITECTURE,1360-2365,.
10/B1,THE JOURNAL OF ARCHITECTURE,1466-4410,.
10/B1,VIATOR,0083-5897,.
10/B1,VISUAL RESOURCES,0197-3762,.
10/B1,WIENER JAHRBUCH FÜR KUNSTGESCHICHTE,0083-9981,.
10/B1,ZEITSCHRIFT FUER KUNSTGESCHICHTE,0044-2992,.
10/C1,"AAA TAC, ACOUSTICAL ARTS AND ARTIFACTS. TECHNOLOGY, AESTHETICS, COMMUNICATION.",1824-6176,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/C1,ACTA MUSICOLOGICA,0001-6241,.
10/C1,ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,0335-5322,.
10/C1,ACTING ARCHIVES REVIEW,2039-9766,.
10/C1,ALLEGORIA,1122-1887,.
10/C1,ANNALES,0395-2649,.
10/C1,ATTI DELL'ACCADEMIA DI SCIENZE MORALI E POLITICHE,1121-9270,.
10/C1,BIANCO & NERO,0006-0577,.
10/C1,BIBLIOTECA TEATRALE,0045-1959,.
10/C1,BN,0394-008X,.
10/C1,CAMBRIDGE OPERA JOURNAL,0954-5867,.
10/C1,CHIGIANA,0069-3391,.
10/C1,CINEMA & CIE,2035-5270,.
10/C1,CINEMA E STORIA,2281-1729,.
10/C1,CINÉMAS,1181-6945,.
10/C1,CINERGIE,2280-9481,.
10/C1,COMPAR(A)ISON,0942-8917,.
10/C1,COMUNICAZIONI SOCIALI,0392-8667,.
10/C1,COMUNICAZIONI SOCIALI,1827-7969,.
10/C1,CONTINUUM,0195-6043,.
10/C1,CRITICA DEL TESTO,1127-1140,.
10/C1,CULTURE TEATRALI,1825-8220,.
10/C1,EARLY MUSIC,0306-1078,.
10/C1,EARLY MUSIC HISTORY,0261-1279,.
10/C1,EARLY MUSIC HISTORY,1474-0559,.
10/C1,EARLY THEATRE,1206-9078,.
10/C1,ETHNOMUSICOLOGY FORUM,1741-1912,.
10/C1,ETHNOMUSICOLOGY FORUM,1741-1920,.
10/C1,ÉTUDES THÉÂTRALES,0778-8738,.
10/C1,FATA MORGANA,1970-5786,.
10/C1,FILM HISTORY,0892-2160,.
10/C1,FILM HISTORY: AN INTERNATIONAL JOURNAL,1553-3905,.
10/C1,FORUM ITALICUM,0014-5858,.
10/C1,HANDEL-JAHRBUCH,0440-0615,.
10/C1,IL CASTELLO DI ELSINORE,0394-9389,.
10/C1,IL SAGGIATORE MUSICALE,1123-8615,.
10/C1,IMAGO,2038-5536,.
10/C1,IMAGO MUSICAE,0255-8831,.
10/C1,IMMAGINE,1128-7101,.
10/C1,IRIS,0751-7033,.
10/C1,IRIS,1023-8565,.
10/C1,IRIS,2036-3257,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/C1,JOURNAL DE LA RENAISSANCE,1630-4586,.
10/C1,JOURNAL OF THE AMERICAN MUSICOLOGICAL SOCIETY,0003-0139,.
10/C1,"JOURNAL OF THE OPTICAL SOCIETY OF AMERICA. A, OPTICS, IMAGE SCIENCE, AND VISION",1084-7529,.
10/C1,KINTOP,1024-1906,.
10/C1,LA VALLE DELL'EDEN,1970-6391,.
10/C1,MANUSCRITO,0100-6045,.
10/C1,MASKE UND KOTHURN,0025-4606,.
10/C1,MEDIAEVALIA,0361-946X,.
10/C1,MEDIEVAL ENGLISH THEATRE,0143-3784,.
10/C1,MOZART-STUDIEN,0942-5217,.
10/C1,MUSIC & LETTERS,0027-4224,.
10/C1,MUSIC ANALYSIS,0262-5245,.
10/C1,MUSIC PERCEPTION,0730-7829,.
10/C1,MUSICA DOCTA,2039-9715,.
10/C1,MUSICAE SCIENTIAE,1029-8649,.
10/C1,NECSUS,2213-0217,.
10/C1,NEW THEATRE QUARTERLY,0266-464X,.
10/C1,NORTH WEST PASSAGE,1826-641X,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/C1,NUOVA ATLANTIDE,2037-7304,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/C1,ONLINE JOURNAL OF COMMUNICATION AND MEDIA TECHNOLOGIES,1986-3497,.
10/C1,ORIGINE,2281-4922,.
10/C1,PAJ,1520-281X,.
10/C1,PHILOMUSICA ON-LINE,1826-9001,.
10/C1,PSYCHOLOGY OF MUSIC,0305-7356,.
10/C1,PSYCHOLOGY OF MUSIC,1741-3087,.
10/C1,QUADERNI URBINATI DI CULTURA CLASSICA,0033-4987,.
10/C1,RECERCARE,1120-5741,.
10/C1,RENAISSANCE STUDIES,0269-1213,.
10/C1,RIVISTA ITALIANA DI MUSICOLOGIA,0035-6867,.
10/C1,SHAKESPEARE QUARTERLY,0037-3222,.
10/C1,STUDI GOLDONIANI,2280-4838,.
10/C1,STUDI MUSICALI,0391-7789,.
10/C1,STUDI PUCCINIANI,1724-2401,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/C1,STUDI VERDIANI,0393-2532,.
10/C1,TDR,1054-2043,.
10/C1,TEATRO E STORIA,0394-6932,.
10/C1,TELEVISION & NEW MEDIA,1527-4764,.
10/C1,THE DRAMA REVIEW,1531-4715,.
10/C1,THE GALPIN SOCIETY JOURNAL,0072-0127,.
10/C1,THE JOURNAL OF MUSICOLOGY,0277-9269,.
10/C1,THE RADIO JOURNAL,1476-4504,.
10/C1,THE RADIO JOURNAL,2040-1388,.
10/C1,THEATRE JOURNAL,0192-2882,.
10/C1,THEATRE RESEARCH INTERNATIONAL,0307-8833,.
10/C1,THEATRE RESEARCH INTERNATIONAL,1474-0672,.
10/C1,THEATRE SURVEY,0040-5574,.
10/C1,THEATRE SURVEY (ONLINE),1475-4533,.
10/C1,VISUAL COMMUNICATION,1470-3572,.
10/C1,VISUAL COMMUNICATION,1741-3214,.
10/C1,VS,0393-8255,.
10/D1,A.I.O.N. ANNALI DELL'ISTITUTO UNIVERSITARIO ORIENTALE DI NAPOLI. DIPARTIMENTO DI STUDI DEL MONDO CLASSICO E DEL MEDITERRANEO ANTICO. SEZIONE FILOLOGICO-LETTERARIA,1724-6172,.
10/D1,ADAMANTIUS,1126-6244,.
10/D1,AEGYPTUS,0001-9046,.
10/D1,AEGYPTUS,1827-7888,.
10/D1,AEVUM,0001-9593,.
10/D1,AEVUM ANTIQUUM,1121-8932,.
10/D1,AGRI CENTURIATI,1724-904X,.
10/D1,AION ANNALI DELL'ISTITUTO UNIVERSITARIO ORIENTALE DI NAPOLI. DIPARTIMENTO DI STUDI DEL MONDO CLASSICO E DEL MEDITERRANEO ANTICO. SEZIONE FILOLOGICO-LETTERARIA,1128-7209,.
10/D1,AMERICAN JOURNAL OF ARCHAEOLOGY,0002-9114,.
10/D1,ANALECTA PAPYROLOGICA,1122-2336,.
10/D1,ANCIENT SOCIETY,0066-1619,.
10/D1,ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA. CLASSE DI LETTERE E FILOSOFIA,0392-095X,.
10/D1,ANNALI DI ARCHEOLOGIA E STORIA ANTICA,1127-7130,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/D1,ANNALI DI STORIA DELL'ESEGESI,1120-4001,.
10/D1,ANNALI-ISTITUTO ITALIANO DI NUMISMATICA,0578-9923,.
10/D1,ANNUARIO DELLA SCUOLA ARCHEOLOGICA DI ATENE E DELLE MISSIONI ITALIANE IN ORIENTE,0067-0081,.
10/D1,ANTIKE KUNST,0003-5688,.
10/D1,ANTIQUITÉ TARDIVE,1250-7334,.
10/D1,ANTIQUITES AFRICAINES,0066-4871,.
10/D1,ARCHAOLOGISCHER ANZEIGER,0003-8105,.
10/D1,ARCHÄOLOGISCHES KORRESPONDENZBLATT,0342-734X,.
10/D1,ARCHEOLOGIA CLASSICA,0391-8165,.
10/D1,ARCHEOLOGIA DELL'ARCHITETTURA,1126-6236,.
10/D1,ARCHEOLOGIA E CALCOLATORI,1120-6861,.
